núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
14740,2020,7,2,4,17,3,2,1,108,99,1,35,6,6,8,1,1
14741,2020,7,2,4,14,3,2,22,2201,99,1,20,3,3,5,1,1
14742,2020,7,2,4,11,2,1,19,1901,99,1,37,6,6,8,1,1
14743,2020,7,2,4,7,2,1,5,509,99,1,45,8,8,10,1,1
14744,2020,7,2,4,9,2,1,18,1805,99,1,37,6,6,8,1,1
14745,2020,7,2,4,14,3,2,1,105,99,1,28,4,4,6,7,2
14746,2020,7,2,4,1,1,1,20,2003,99,1,30,5,5,7,8,2
14747,2020,7,2,4,4,1,1,5,506,99,1,22,3,3,5,7,2
14748,2020,7,2,4,11,2,1,6,601,99,1,40,7,7,9,7,2
14749,2020,7,2,4,21,4,3,12,1203,99,2,8,1,1,2,7,2
14750,2020,7,3,5,12,3,2,1,101,24,1,25,4,4,6,1,1
14751,2020,7,3,5,19,4,3,1,101,24,1,22,3,3,5,1,1
14752,2020,7,3,5,19,4,3,1,101,24,2,26,4,4,6,1,1
14753,2020,7,3,5,18,4,3,1,101,5,2,25,4,4,6,1,1
14754,2020,7,3,5,23,4,3,21,2101,99,1,25,4,4,6,1,1
14755,2020,7,3,5,8,2,1,5,501,99,1,22,3,3,5,1,1
14756,2020,7,3,5,6,2,1,5,502,99,1,63,11,11,13,2,1
14757,2020,7,3,5,18,4,3,5,513,99,1,20,3,3,5,1,1
14758,2020,7,3,5,18,4,3,5,513,99,1,20,3,3,5,1,1
14759,2020,7,3,5,23,4,3,5,501,99,1,54,9,9,11,1,1
14760,2020,7,3,5,16,3,2,2,206,99,1,32,5,5,7,1,1
14761,2020,7,3,5,7,2,1,18,1802,99,1,30,5,5,7,1,1
14762,2020,7,3,5,7,2,1,18,1802,99,1,29,4,4,6,1,1
14763,2020,7,3,5,17,3,2,4,416,99,1,25,4,4,6,1,1
14764,2020,7,3,5,17,3,2,4,416,99,1,18,2,2,4,1,1
14765,2020,7,3,5,19,4,3,1,101,24,1,14,1,1,3,7,2
14766,2020,7,3,5,19,4,3,1,101,24,2,27,4,4,6,7,2
14767,2020,7,3,5,19,4,3,1,101,24,2,49,8,8,10,7,2
14768,2020,7,3,5,19,4,3,1,101,24,2,29,4,4,6,7,2
14769,2020,7,3,5,19,4,3,1,101,24,1,2,1,1,1,1,1
14770,2020,7,3,5,19,4,3,1,101,24,2,8,1,1,2,7,2
14771,2020,7,3,5,19,4,3,1,101,24,1,0,1,1,1,7,2
14772,2020,7,3,5,19,4,3,1,101,24,1,26,4,4,6,7,2
14773,2020,7,3,5,15,3,2,1,101,25,1,34,5,5,7,9,2
14774,2020,7,3,5,16,3,2,1,108,99,1,26,4,4,6,7,2
14775,2020,7,3,5,8,2,1,5,501,99,1,19,2,2,4,7,2
14776,2020,7,3,5,14,3,2,5,501,99,2,20,3,3,5,1,1
14777,2020,7,3,5,14,3,2,5,501,99,1,19,2,2,4,7,2
14778,2020,7,3,5,23,4,3,5,501,99,1,31,5,5,7,1,1
14779,2020,7,3,5,17,3,2,9,901,99,1,68,11,12,14,8,2
14780,2020,7,3,5,0,1,1,17,1710,99,1,49,8,8,10,8,2
14781,2020,7,4,6,17,3,2,1,101,18,1,35,6,6,8,1,1
14782,2020,7,4,6,9,2,1,1,108,99,1,29,4,4,6,1,1
14783,2020,7,4,6,9,2,1,1,108,99,1,23,3,3,5,1,1
14784,2020,7,4,6,9,2,1,1,108,99,1,24,3,3,5,1,1
14785,2020,7,4,6,11,2,1,1,110,99,1,28,4,4,6,1,1
14786,2020,7,4,6,17,3,2,20,2005,99,1,21,3,3,5,1,1
14787,2020,7,4,6,23,4,3,20,2011,99,1,53,9,9,11,2,1
14788,2020,7,4,6,5,1,1,5,501,99,1,23,3,3,5,1,1
14789,2020,7,4,6,18,4,3,18,1804,99,1,30,5,5,7,1,1
14790,2020,7,4,6,16,3,2,1,101,18,1,21,3,3,5,7,2
14791,2020,7,4,6,8,2,1,1,101,5,1,21,3,3,5,7,2
14792,2020,7,4,6,22,4,3,19,1901,99,1,37,6,6,8,8,2
14793,2020,7,4,6,22,4,3,19,1901,99,2,16,2,2,4,8,2
14794,2020,7,4,6,5,1,1,5,506,99,1,23,3,3,5,7,2
14795,2020,7,4,6,19,4,3,5,506,99,1,23,3,3,5,7,2
14796,2020,7,4,6,19,4,3,5,506,99,2,24,3,3,5,7,2
14797,2020,7,4,6,15,3,2,4,401,99,1,17,2,2,4,7,2
14798,2020,7,5,7,2,1,1,22,2206,99,1,39,6,6,8,3,1
14799,2020,7,5,7,9,2,1,20,2007,99,1,32,5,5,7,2,1
14800,2020,7,5,7,1,1,1,20,2001,99,1,17,2,2,4,1,1
14801,2020,7,5,7,16,3,2,13,1308,99,1,36,6,6,8,1,1
14802,2020,7,5,7,5,1,1,18,1804,99,1,32,5,5,7,1,1
14803,2020,7,5,7,5,1,1,18,1804,99,1,28,4,4,6,1,1
14804,2020,7,5,7,9,2,1,17,1701,99,1,23,3,3,5,5,1
14805,2020,7,5,7,5,1,1,4,415,99,1,35,6,6,8,1,1
14806,2020,7,5,7,14,3,2,12,1212,99,1,67,11,12,14,8,2
14807,2020,7,5,7,16,3,2,16,1601,99,1,70,11,13,15,7,2
14808,2020,7,5,7,16,3,2,16,1601,99,1,17,2,2,4,7,2
14809,2020,7,6,1,11,2,1,1,114,99,1,39,6,6,8,1,1
14810,2020,7,6,1,11,2,1,1,114,99,1,999,12,16,18,1,1
14811,2020,7,6,1,17,3,2,5,505,99,1,24,3,3,5,1,1
14812,2020,7,6,1,14,3,2,18,1804,99,1,36,6,6,8,1,1
14813,2020,7,6,1,14,3,2,18,1804,99,1,27,4,4,6,1,1
14814,2020,7,6,1,0,1,1,17,1710,99,1,47,8,8,10,2,1
14815,2020,7,6,1,16,3,2,4,403,99,1,22,3,3,5,1,1
14816,2020,7,6,1,13,3,2,1,112,99,1,31,5,5,7,7,2
14817,2020,7,6,1,15,3,2,1,101,7,1,39,6,6,8,9,2
14818,2020,7,6,1,17,3,2,1,115,99,2,16,2,2,4,7,2
14819,2020,7,6,1,13,3,2,17,1713,99,1,24,3,3,5,8,2
14820,2020,7,7,2,6,2,1,1,102,99,1,26,4,4,6,1,1
14821,2020,7,7,2,14,3,2,1,101,12,1,21,3,3,5,1,1
14822,2020,7,7,2,14,3,2,1,115,99,1,32,5,5,7,1,1
14823,2020,7,7,2,16,3,2,1,116,99,1,35,6,6,8,1,1
14824,2020,7,7,2,16,3,2,1,116,99,2,18,2,2,4,1,1
14825,2020,7,7,2,0,1,1,21,2107,99,1,28,4,4,6,1,1
14826,2020,7,7,2,21,4,3,19,1909,99,2,40,7,7,9,1,1
14827,2020,7,7,2,8,2,1,5,501,99,1,30,5,5,7,1,1
14828,2020,7,7,2,9,2,1,5,501,99,2,17,2,2,4,1,1
14829,2020,7,7,2,10,2,1,5,501,99,1,31,5,5,7,1,1
14830,2020,7,7,2,12,3,2,6,613,99,1,999,12,16,18,1,1
14831,2020,7,7,2,13,3,2,13,1317,99,2,43,7,7,9,1,1
14832,2020,7,7,2,21,4,3,1,101,18,1,27,4,4,6,7,2
14833,2020,7,7,2,21,4,3,19,1909,99,1,999,12,16,18,7,2
14834,2020,7,7,2,21,4,3,19,1909,99,1,17,2,2,4,7,2
14835,2020,7,7,2,16,3,2,12,1230,99,1,30,5,5,7,7,2
14836,2020,7,8,3,13,3,2,1,115,99,1,23,3,3,5,1,1
14837,2020,7,8,3,14,3,2,19,1901,99,1,50,9,9,11,2,1
14838,2020,7,8,3,19,4,3,6,601,99,1,41,7,7,9,1,1
14839,2020,7,8,3,16,3,2,6,602,99,1,27,4,4,6,1,1
14840,2020,7,8,3,6,2,1,12,1230,99,1,32,5,5,7,1,1
14841,2020,7,8,3,16,3,2,1,115,99,1,22,3,3,5,7,2
14842,2020,7,8,3,16,3,2,1,115,99,1,23,3,3,5,7,2
14843,2020,7,8,3,16,3,2,1,108,99,1,35,6,6,8,7,2
14844,2020,7,9,4,9,2,1,1,101,6,1,20,3,3,5,1,1
14845,2020,7,9,4,6,2,1,1,101,5,1,41,7,7,9,1,1
14846,2020,7,9,4,7,2,1,1,101,14,1,18,2,2,4,1,1
14847,2020,7,9,4,4,1,1,1,101,21,1,30,5,5,7,5,1
14848,2020,7,9,4,13,3,2,1,115,99,2,35,6,6,8,3,1
14849,2020,7,9,4,6,2,1,9,920,99,1,49,8,8,10,1,1
14850,2020,7,9,4,14,3,2,9,920,99,1,40,7,7,9,1,1
14851,2020,7,9,4,6,2,1,1,101,5,1,39,6,6,8,7,2
14852,2020,7,9,4,19,4,3,1,116,99,1,38,6,6,8,7,2
14853,2020,7,10,5,11,2,1,1,103,99,1,23,3,3,5,1,1
14854,2020,7,10,5,17,3,2,9,917,99,1,39,6,6,8,1,1
14855,2020,7,10,5,9,2,1,12,1219,99,1,31,5,5,7,1,1
14856,2020,7,10,5,8,2,1,18,1804,99,1,33,5,5,7,1,1
14857,2020,7,10,5,2,1,1,17,1709,99,1,38,6,6,8,1,1
14858,2020,7,10,5,10,2,1,17,1703,99,1,38,6,6,8,1,1
14859,2020,7,10,5,3,1,1,1,115,99,1,46,8,8,10,8,2
14860,2020,7,10,5,15,3,2,22,2210,99,1,41,7,7,9,7,2
14861,2020,7,10,5,18,4,3,7,706,99,1,20,3,3,5,7,2
14862,2020,7,10,5,18,4,3,7,706,99,1,14,1,1,3,7,2
14863,2020,7,11,6,21,4,3,1,101,21,1,23,3,3,5,1,1
14864,2020,7,11,6,13,3,2,22,2214,99,1,40,7,7,9,1,1
14865,2020,7,11,6,12,3,2,19,1901,99,1,32,5,5,7,1,1
14866,2020,7,11,6,16,3,2,5,503,99,1,40,7,7,9,1,1
14867,2020,7,11,6,6,2,1,6,610,99,1,21,3,3,5,1,1
14868,2020,7,11,6,6,2,1,11,1106,99,1,24,3,3,5,1,1
14869,2020,7,11,6,7,2,1,9,917,99,1,19,2,2,4,1,1
14870,2020,7,11,6,15,3,2,12,1212,99,1,32,5,5,7,1,1
14871,2020,7,11,6,6,2,1,17,1705,99,1,17,2,2,4,1,1
14872,2020,7,11,6,21,4,3,17,1705,99,1,22,3,3,5,1,1
14873,2020,7,11,6,5,1,1,4,401,99,2,15,2,2,4,1,1
14874,2020,7,11,6,15,3,2,1,101,1,2,42,7,7,9,8,2
14875,2020,7,11,6,17,3,2,1,101,1,1,79,11,14,16,9,2
14876,2020,7,11,6,3,1,1,1,101,18,1,38,6,6,8,8,2
14877,2020,7,11,6,19,4,3,1,101,18,1,35,6,6,8,8,2
14878,2020,7,11,6,15,3,2,1,102,99,1,37,6,6,8,8,2
14879,2020,7,11,6,19,4,3,1,102,99,1,38,6,6,8,9,2
14880,2020,7,11,6,19,4,3,1,116,99,1,18,2,2,4,7,2
14881,2020,7,11,6,6,2,1,6,610,99,1,999,12,16,18,7,2
14882,2020,7,11,6,22,4,3,9,921,99,1,73,11,13,15,8,2
14883,2020,7,11,6,23,4,3,21,2101,99,1,23,3,3,5,8,2
14884,2020,7,11,6,6,2,1,18,1801,99,1,53,9,9,11,7,2
14885,2020,7,12,7,19,4,3,20,2001,99,1,30,5,5,7,1,1
14886,2020,7,12,7,17,3,2,5,506,99,1,35,6,6,8,1,1
14887,2020,7,12,7,0,1,1,1,117,99,2,22,3,3,5,9,2
14888,2020,7,12,7,3,1,1,1,114,99,1,20,3,3,5,8,2
14889,2020,7,12,7,20,4,3,1,114,99,1,33,5,5,7,8,2
14890,2020,7,12,7,19,4,3,20,2001,99,1,27,4,4,6,7,2
14891,2020,7,12,7,17,3,2,5,506,99,1,18,2,2,4,7,2
14892,2020,7,12,7,19,4,3,12,1213,99,1,32,5,5,7,8,2
14893,2020,7,13,1,10,2,1,1,101,5,2,46,8,8,10,1,1
14894,2020,7,13,1,10,2,1,1,115,99,1,31,5,5,7,5,1
14895,2020,7,13,1,14,3,2,6,608,99,1,35,6,6,8,1,1
14896,2020,7,13,1,9,2,1,11,1109,99,1,36,6,6,8,1,1
14897,2020,7,13,1,5,1,1,18,1802,99,1,36,6,6,8,3,1
14898,2020,7,13,1,12,3,2,17,1708,99,1,35,6,6,8,1,1
14899,2020,7,13,1,19,4,3,17,1701,99,1,30,5,5,7,1,1
14900,2020,7,13,1,19,4,3,1,102,99,1,46,8,8,10,9,2
14901,2020,7,13,1,19,4,3,1,102,99,1,18,2,2,4,9,2
14902,2020,7,13,1,6,2,1,16,1603,99,2,35,6,6,8,7,2
14903,2020,7,13,1,19,4,3,15,1503,99,1,28,4,4,6,7,2
14904,2020,7,14,2,9,2,1,1,101,5,1,30,5,5,7,1,1
14905,2020,7,14,2,14,3,2,5,509,99,1,21,3,3,5,1,1
14906,2020,7,14,2,17,3,2,5,506,99,1,52,9,9,11,1,1
14907,2020,7,14,2,20,4,3,10,1001,99,1,22,3,3,5,1,1
14908,2020,7,14,2,9,2,1,2,201,99,1,31,5,5,7,1,1
14909,2020,7,14,2,7,2,1,1,116,99,1,36,6,6,8,9,2
14910,2020,7,14,2,15,3,2,21,2101,99,2,43,7,7,9,8,2
14911,2020,7,14,2,7,2,1,19,1901,99,1,26,4,4,6,9,2
14912,2020,7,14,2,17,3,2,19,1905,99,1,56,10,10,12,7,2
14913,2020,7,14,2,23,4,3,19,1901,99,2,22,3,3,5,7,2
14914,2020,7,14,2,16,3,2,18,1803,99,1,37,6,6,8,8,2
14915,2020,7,15,3,16,3,2,1,101,6,1,26,4,4,6,1,1
14916,2020,7,15,3,18,4,3,1,102,99,1,21,3,3,5,1,1
14917,2020,7,15,3,19,4,3,1,102,99,1,23,3,3,5,1,1
14918,2020,7,15,3,7,2,1,21,2107,99,1,27,4,4,6,1,1
14919,2020,7,15,3,7,2,1,20,2005,99,1,32,5,5,7,1,1
14920,2020,7,15,3,21,4,3,19,1909,99,1,35,6,6,8,2,1
14921,2020,7,15,3,4,1,1,5,506,99,1,29,4,4,6,1,1
14922,2020,7,15,3,13,3,2,5,513,99,1,17,2,2,4,1,1
14923,2020,7,15,3,18,4,3,5,502,99,1,44,7,7,9,1,1
14924,2020,7,15,3,17,3,2,12,1217,99,2,29,4,4,6,1,1
14925,2020,7,15,3,21,4,3,17,1705,99,2,23,3,3,5,1,1
14926,2020,7,15,3,16,3,2,1,101,6,1,34,5,5,7,7,2
14927,2020,7,15,3,18,4,3,1,102,99,2,22,3,3,5,7,2
14928,2020,7,15,3,14,3,2,1,115,99,1,21,3,3,5,7,2
14929,2020,7,15,3,19,4,3,1,101,12,1,32,5,5,7,8,2
14930,2020,7,15,3,16,3,2,1,115,99,1,16,2,2,4,7,2
14931,2020,7,15,3,7,2,1,20,2002,99,1,25,4,4,6,1,1
14932,2020,7,15,3,13,3,2,6,602,99,1,51,9,9,11,7,2
14933,2020,7,16,4,14,3,2,1,101,4,1,23,3,3,5,1,1
14934,2020,7,16,4,13,3,2,1,101,7,1,29,4,4,6,1,1
14935,2020,7,16,4,9,2,1,1,101,11,1,30,5,5,7,1,1
14936,2020,7,16,4,17,3,2,22,2212,99,1,65,11,12,14,3,1
14937,2020,7,16,4,15,3,2,22,2210,99,1,38,6,6,8,1,1
14938,2020,7,16,4,15,3,2,22,2208,99,1,36,6,6,8,1,1
14939,2020,7,16,4,14,3,2,20,2007,99,1,45,8,8,10,1,1
14940,2020,7,16,4,3,1,1,19,1906,99,1,34,5,5,7,2,1
14941,2020,7,16,4,15,3,2,18,1801,99,1,31,5,5,7,1,1
14942,2020,7,16,4,13,3,2,1,101,13,1,40,7,7,9,7,2
14943,2020,7,16,4,9,2,1,1,101,11,1,30,5,5,7,7,2
14944,2020,7,16,4,15,3,2,18,1801,99,1,26,4,4,6,7,2
14945,2020,7,16,4,5,1,1,17,1703,99,2,42,7,7,9,8,2
14946,2020,7,16,4,17,3,2,17,1703,99,1,36,6,6,8,8,2
14947,2020,7,17,5,13,3,2,22,2208,99,1,55,10,10,12,1,1
14948,2020,7,17,5,22,4,3,21,2107,99,1,18,2,2,4,1,1
14949,2020,7,17,5,14,3,2,9,920,99,1,41,7,7,9,1,1
14950,2020,7,17,5,17,3,2,13,1312,99,1,45,8,8,10,1,1
14951,2020,7,17,5,17,3,2,13,1312,99,1,35,6,6,8,1,1
14952,2020,7,17,5,14,3,2,5,505,99,1,26,4,4,6,7,2
14953,2020,7,17,5,17,3,2,18,1801,99,1,51,9,9,11,7,2
14954,2020,7,18,6,10,2,1,1,101,18,1,41,7,7,9,1,1
14955,2020,7,18,6,10,2,1,1,115,99,1,21,3,3,5,1,1
14956,2020,7,18,6,14,3,2,1,101,1,1,18,2,2,4,8,2
14957,2020,7,18,6,20,4,3,1,107,99,1,18,2,2,4,8,2
14958,2020,7,18,6,19,4,3,22,2201,99,1,30,5,5,7,7,2
14959,2020,7,18,6,16,3,2,20,2004,99,1,47,8,8,10,8,2
14960,2020,7,18,6,16,3,2,6,601,99,1,40,7,7,9,8,2
14961,2020,7,18,6,22,4,3,17,1705,99,1,35,6,6,8,7,2
14962,2020,7,19,7,18,4,3,5,506,99,1,35,6,6,8,1,1
14963,2020,7,19,7,17,3,2,12,1210,99,1,26,4,4,6,2,1
14964,2020,7,19,7,1,1,1,1,110,99,1,42,7,7,9,8,2
14965,2020,7,19,7,19,4,3,22,2201,99,2,35,6,6,8,1,1
14966,2020,7,19,7,6,2,1,22,2215,99,2,42,7,7,9,9,2
14967,2020,7,19,7,19,4,3,2,203,99,1,19,2,2,4,7,2
14968,2020,7,19,7,16,3,2,17,1703,99,1,26,4,4,6,8,2
14969,2020,7,19,7,18,4,3,17,1712,99,1,22,3,3,5,8,2
14970,2020,7,20,1,16,3,2,1,107,99,1,16,2,2,4,1,1
14971,2020,7,20,1,6,2,1,1,101,7,1,24,3,3,5,2,1
14972,2020,7,20,1,23,4,3,1,114,99,1,40,7,7,9,2,1
14973,2020,7,20,1,10,2,1,21,2107,99,1,29,4,4,6,1,1
14974,2020,7,20,1,11,2,1,20,2003,99,1,20,3,3,5,2,1
14975,2020,7,20,1,12,3,2,20,2005,99,1,44,7,7,9,1,1
14976,2020,7,20,1,8,2,1,16,1615,99,1,30,5,5,7,1,1
14977,2020,7,20,1,9,2,1,1,101,1,1,20,3,3,5,7,2
14978,2020,7,20,1,11,2,1,21,2101,99,1,23,3,3,5,7,2
14979,2020,7,20,1,19,4,3,20,2001,99,1,45,8,8,10,8,2
14980,2020,7,20,1,6,2,1,5,506,99,1,33,5,5,7,7,2
14981,2020,7,20,1,9,2,1,12,1217,99,1,43,7,7,9,7,2
14982,2020,7,20,1,22,4,3,16,1617,99,1,18,2,2,4,8,2
14983,2020,7,20,1,17,3,2,14,1411,99,1,80,11,15,17,8,2
14984,2020,7,21,2,5,1,1,1,101,21,1,20,3,3,5,5,1
14985,2020,7,21,2,22,4,3,1,115,99,1,40,7,7,9,1,1
14986,2020,7,21,2,15,3,2,1,117,99,1,37,6,6,8,1,1
14987,2020,7,21,2,11,2,1,1,110,99,2,19,2,2,4,1,1
14988,2020,7,21,2,19,4,3,3,301,99,1,54,9,9,11,2,1
14989,2020,7,21,2,21,4,3,19,1906,99,1,54,9,9,11,7,2
14990,2020,7,21,2,21,4,3,19,1906,99,1,35,6,6,8,1,1
14991,2020,7,21,2,18,4,3,15,1508,99,1,28,4,4,6,8,2
14992,2020,7,21,2,6,2,1,1,110,99,1,51,9,9,11,7,2
14993,2020,7,22,3,5,1,1,1,107,99,1,31,5,5,7,1,1
14994,2020,7,22,3,23,4,3,1,101,18,1,25,4,4,6,1,1
14995,2020,7,22,3,6,2,1,1,115,99,1,33,5,5,7,1,1
14996,2020,7,22,3,7,2,1,22,2212,99,1,22,3,3,5,1,1
14997,2020,7,22,3,22,4,3,19,1907,99,1,34,5,5,7,1,1
14998,2020,7,22,3,15,3,2,5,513,99,1,20,3,3,5,1,1
14999,2020,7,22,3,13,3,2,1,101,1,1,45,8,8,10,8,2
15000,2020,7,22,3,5,1,1,1,107,99,1,34,5,5,7,7,2
15001,2020,7,22,3,11,2,1,1,101,16,1,33,5,5,7,7,2
15002,2020,7,22,3,11,2,1,1,101,5,1,26,4,4,6,7,2
15003,2020,7,22,3,22,4,3,1,101,7,1,32,5,5,7,9,2
15004,2020,7,22,3,16,3,2,5,501,99,1,35,6,6,8,7,2
15005,2020,7,22,3,10,2,1,5,502,99,2,40,7,7,9,8,2
15006,2020,7,22,3,0,1,1,15,1501,99,1,16,2,2,4,8,2
15007,2020,7,22,3,23,4,3,17,1705,99,1,36,6,6,8,7,2
15008,2020,7,23,4,17,3,2,1,101,18,1,38,6,6,8,1,1
15009,2020,7,23,4,7,2,1,1,104,99,1,28,4,4,6,1,1
15010,2020,7,23,4,11,2,1,1,113,99,1,37,6,6,8,1,1
15011,2020,7,23,4,11,2,1,1,108,99,1,32,5,5,7,1,1
15012,2020,7,23,4,14,3,2,1,108,99,1,16,2,2,4,1,1
15013,2020,7,23,4,14,3,2,21,2101,99,1,37,6,6,8,1,1
15014,2020,7,23,4,21,4,3,20,2005,99,1,17,2,2,4,1,1
15015,2020,7,23,4,19,4,3,19,1903,99,1,29,4,4,6,1,1
15016,2020,7,23,4,14,3,2,5,501,99,2,35,6,6,8,1,1
15017,2020,7,23,4,14,3,2,5,501,99,1,50,9,9,11,1,1
15018,2020,7,23,4,14,3,2,6,609,99,1,25,4,4,6,1,1
15019,2020,7,23,4,7,2,1,13,1301,99,1,999,12,16,18,1,1
15020,2020,7,23,4,22,4,3,17,1712,99,2,42,7,7,9,2,1
15021,2020,7,23,4,21,4,3,1,103,99,1,25,4,4,6,7,2
15022,2020,7,23,4,21,4,3,1,103,99,1,30,5,5,7,7,2
15023,2020,7,23,4,14,3,2,5,502,99,1,28,4,4,6,7,2
15024,2020,7,23,4,11,2,1,9,920,99,1,37,6,6,8,7,2
15025,2020,7,24,5,15,3,2,1,106,99,1,15,2,2,4,1,1
15026,2020,7,24,5,15,3,2,1,106,99,1,18,2,2,4,1,1
15027,2020,7,24,5,7,2,1,1,102,99,1,23,3,3,5,1,1
15028,2020,7,24,5,12,3,2,1,101,13,1,41,7,7,9,1,1
15029,2020,7,24,5,20,4,3,22,2201,99,1,38,6,6,8,1,1
15030,2020,7,24,5,7,2,1,20,2004,99,1,26,4,4,6,1,1
15031,2020,7,24,5,11,2,1,20,2001,99,1,35,6,6,8,1,1
15032,2020,7,24,5,7,2,1,5,503,99,1,35,6,6,8,1,1
15033,2020,7,24,5,18,4,3,11,1107,99,1,24,3,3,5,1,1
15034,2020,7,24,5,15,3,2,2,201,99,1,42,7,7,9,1,1
15035,2020,7,24,5,10,2,1,18,1801,99,1,25,4,4,6,1,1
15036,2020,7,24,5,22,4,3,1,116,99,1,28,4,4,6,8,2
15037,2020,7,24,5,14,3,2,22,2201,99,1,21,3,3,5,7,2
15038,2020,7,24,5,22,4,3,17,1701,99,1,60,11,11,13,7,2
15039,2020,7,24,5,22,4,3,17,1701,99,1,40,7,7,9,7,2
15040,2020,7,24,5,23,4,3,4,409,99,1,38,6,6,8,7,2
15041,2020,7,25,6,12,3,2,1,115,99,1,20,3,3,5,1,1
15042,2020,7,25,6,12,3,2,1,115,99,2,20,3,3,5,1,1
15043,2020,7,25,6,12,3,2,1,115,99,2,40,7,7,9,1,1
15044,2020,7,25,6,12,3,2,1,115,99,1,22,3,3,5,1,1
15045,2020,7,25,6,14,3,2,22,2214,99,1,30,5,5,7,1,1
15046,2020,7,25,6,20,4,3,6,601,99,1,17,2,2,4,1,1
15047,2020,7,25,6,13,3,2,9,920,99,1,19,2,2,4,1,1
15048,2020,7,25,6,12,3,2,1,115,99,1,9,1,1,2,7,2
15049,2020,7,25,6,12,3,2,20,2004,99,1,25,4,4,6,8,2
15050,2020,7,25,6,13,3,2,20,2004,99,1,18,2,2,4,1,1
15051,2020,7,25,6,21,4,3,6,606,99,1,37,6,6,8,7,2
15052,2020,7,25,6,21,4,3,6,606,99,1,47,8,8,10,7,2
15053,2020,7,26,7,22,4,3,1,116,99,1,29,4,4,6,2,1
15054,2020,7,26,7,4,1,1,20,2007,99,1,34,5,5,7,2,1
15055,2020,7,26,7,15,3,2,11,1109,99,1,48,8,8,10,1,1
15056,2020,7,26,7,15,3,2,11,1109,99,1,30,5,5,7,1,1
15057,2020,7,26,7,11,2,1,12,1216,99,1,73,11,13,15,1,1
15058,2020,7,26,7,5,1,1,1,101,3,1,33,5,5,7,8,2
15059,2020,7,26,7,7,2,1,1,101,25,1,22,3,3,5,8,2
15060,2020,7,26,7,20,4,3,1,116,99,1,25,4,4,6,7,2
15061,2020,7,26,7,17,3,2,5,513,99,1,17,2,2,4,7,2
15062,2020,7,26,7,20,4,3,5,505,99,1,37,6,6,8,7,2
15063,2020,7,26,7,20,4,3,5,505,99,2,36,6,6,8,7,2
15064,2020,7,26,7,15,3,2,11,1109,99,1,30,5,5,7,7,2
15065,2020,7,26,7,15,3,2,11,1109,99,1,27,4,4,6,7,2
15066,2020,7,26,7,0,1,1,16,1607,99,1,20,3,3,5,8,2
15067,2020,7,26,7,15,3,2,16,1616,99,1,26,4,4,6,7,2
15068,2020,7,26,7,23,4,3,17,1705,99,2,38,6,6,8,7,2
15069,2020,7,27,1,12,3,2,1,101,6,1,64,11,11,13,5,1
15070,2020,7,27,1,12,3,2,1,101,6,1,63,11,11,13,1,1
15071,2020,7,27,1,13,3,2,1,101,5,1,27,4,4,6,1,1
15072,2020,7,27,1,9,2,1,1,114,99,1,31,5,5,7,1,1
15073,2020,7,27,1,9,2,1,1,108,99,1,31,5,5,7,1,1
15074,2020,7,27,1,21,4,3,20,2005,99,1,18,2,2,4,1,1
15075,2020,7,27,1,15,3,2,5,511,99,1,15,2,2,4,1,1
15076,2020,7,27,1,8,2,1,5,502,99,1,33,5,5,7,1,1
15077,2020,7,27,1,18,4,3,10,1003,99,1,19,2,2,4,1,1
15078,2020,7,27,1,17,3,2,13,1305,99,1,63,11,11,13,2,1
15079,2020,7,27,1,13,3,2,1,116,99,1,42,7,7,9,7,2
15080,2020,7,27,1,13,3,2,1,116,99,1,32,5,5,7,7,2
15081,2020,7,27,1,21,4,3,1,110,99,1,42,7,7,9,7,2
15082,2020,7,27,1,15,3,2,5,511,99,2,57,10,10,12,7,2
15083,2020,7,27,1,15,3,2,5,511,99,1,59,10,10,12,7,2
15084,2020,7,27,1,9,2,1,5,506,99,1,28,4,4,6,7,2
15085,2020,7,27,1,17,3,2,15,1508,99,1,27,4,4,6,7,2
15086,2020,7,27,1,23,4,3,17,1705,99,1,38,6,6,8,7,2
15087,2020,7,27,1,7,2,1,3,304,99,2,18,2,2,4,7,2
15088,2020,7,28,2,17,3,2,1,117,99,1,15,2,2,4,1,1
15089,2020,7,28,2,9,2,1,1,115,99,1,30,5,5,7,1,1
15090,2020,7,28,2,17,3,2,1,117,99,1,18,2,2,4,1,1
15091,2020,7,28,2,20,4,3,1,110,99,2,37,6,6,8,1,1
15092,2020,7,28,2,10,2,1,5,501,99,1,35,6,6,8,1,1
15093,2020,7,28,2,10,2,1,5,501,99,1,40,7,7,9,1,1
15094,2020,7,28,2,14,3,2,9,920,99,1,37,6,6,8,1,1
15095,2020,7,28,2,18,4,3,1,101,7,1,20,3,3,5,7,2
15096,2020,7,28,2,17,3,2,1,117,99,2,16,2,2,4,7,2
15097,2020,7,28,2,18,4,3,1,108,99,1,47,8,8,10,7,2
15098,2020,7,28,2,8,2,1,9,920,99,1,30,5,5,7,7,2
15099,2020,7,28,2,8,2,1,16,1612,99,1,40,7,7,9,8,2
15100,2020,7,28,2,12,3,2,15,1508,99,1,38,6,6,8,7,2
